iter	RMSE
628	0.08985158686
629	0.08917325299
630	0.08886477101
631	0.08797176489
632	0.08750938461
633	0.08710028546
634	0.08706068409
635	0.086527575
636	0.08612376604
637	0.08579425352
638	0.08513417434
639	0.08497774964
640	0.08476630958
641	0.0839551192
642	0.08327228123
643	0.08241313159
644	0.08206435554
645	0.0819775087
646	0.08178031111
647	0.08144875481
648	0.08136174281
649	0.08123718608
650	0.0807965885
651	0.0800660449
652	0.07994913426
653	0.07945143011
654	0.07911329196
655	0.07862168906
656	0.07795443403
657	0.07749262806
658	0.07726872603
659	0.07693930493
660	0.0763557914
661	0.0762397595
662	0.07603399616
663	0.07594444495
664	0.07554044654
665	0.07489968087
666	0.07479876989
667	0.07430302754
668	0.07396926213
669	0.07342158945
670	0.07327696497
671	0.07284538586
672	0.07217356643
673	0.07172048441
674	0.07155551774
675	0.07109859801
676	0.07040792647
677	0.06993797984
678	0.06940570797
679	0.06868473889
680	0.06848804863
681	0.06800355749
682	0.06758008724
683	0.06687073705
684	0.06677398259
685	0.06643658413
686	0.06586069453
687	0.06572260585
688	0.06550586065
689	0.06484849246
690	0.06460844583
691	0.06402073704
692	0.0636411753
693	0.06333842768
694	0.06292277866
695	0.06282159386
696	0.06233620495
697	0.06192011305
698	0.06171775975
699	0.06159137737
700	0.06102363134
701	0.06082826884
702	0.06067750074
703	0.06021644771
704	0.06012836117
705	0.05992162015
706	0.05984914636
707	0.05975115172
708	0.0594657392
709	0.05908085047
710	0.05862822466
711	0.05860861474
712	0.05849894962
713	0.05821539603
714	0.05758256183
715	0.05734360167
716	0.0572585759
717	0.0568112203
718	0.05672955081
719	0.05626440736
720	0.05621301627
721	0.05618195806
722	0.0558536624
723	0.05562362878
724	0.05539898768
725	0.05517441819
726	0.05507611112
727	0.05470685605
728	0.05423147646
729	0.05414486423
730	0.05386264789
731	0.05375748386
732	0.05333981464
733	0.05290532604
734	0.05254374273
735	0.05237550903
736	0.05231397345
737	0.05190574695
738	0.0515378203
739	0.05117778047
740	0.05080720729
741	0.05037561335
742	0.05006848942
743	0.04972216733
744	0.04943367904
745	0.04930255241
746	0.04901419012
747	0.04875208344
748	0.04872946752
749	0.04842765935
750	0.04794132363
751	0.04790062969
752	0.04762495612
753	0.04739245605
754	0.0471167481
755	0.04699251437
756	0.0466497812
757	0.04651174424
758	0.04625561075
759	0.04603915681
760	0.04569493458
761	0.04561440723
762	0.0452493821
763	0.04502350818
764	0.04492663862
765	0.04467963348
766	0.04428503932
767	0.04397075969
768	0.04392030397
769	0.04382978533
770	0.04357913627
771	0.0434573303
772	0.04322905664
773	0.0431653685
774	0.04287343034
775	0.04285488633
776	0.04258423208
777	0.04252901671
778	0.04207186481
779	0.04196873776
780	0.04191253531
781	0.04169987698
782	0.04142980111
783	0.04140358528
784	0.04123267585
785	0.04093194121
786	0.04065086056
787	0.04045227423
788	0.04022139369
789	0.04017900477
790	0.04016429909
791	0.0398895166
792	0.03959961627
793	0.03941672591
794	0.03929339804
795	0.03905996374
796	0.03895189595
797	0.03872125659
798	0.03868890376
799	0.03858924417
800	0.0384699993
801	0.03837550012
802	0.03813256218
803	0.03796302011
804	0.03772377676
805	0.03748276674
806	0.03744405498
807	0.03740505786
808	0.03722411706
809	0.03708612942
810	0.03671480686
811	0.03659085827
812	0.0364563256
813	0.0362491297
814	0.03609478561
815	0.03600472555
816	0.03574141727
817	0.03570602734
818	0.03555551141
819	0.03542955735
820	0.0352125039
821	0.03489795679
822	0.03473228066
823	0.03452813956
824	0.03425652901
825	0.03415720753
826	0.03402466556
827	0.03386206047
828	0.03360790735
829	0.03336400549
830	0.03291847134
831	0.03287937334
832	0.0327421187
833	0.03268953864
834	0.03247873706
835	0.03239211798
836	0.03235210424
837	0.03218127679
838	0.03179162231
839	0.03164775051
840	0.03145706115
841	0.03115547235
842	0.03108227858
843	0.0310494102
844	0.03092033758
845	0.03079226564
846	0.03070849941
847	0.03062143967
848	0.03034421552
849	0.03030257859
850	0.03026493448
851	0.03021219613
852	0.03007787502
853	0.03001636359
854	0.02994260864
855	0.02986047182
856	0.02958770729
857	0.02943776459
858	0.02923740404
859	0.02903478667
860	0.02883516932
861	0.0285736007
862	0.02853454703
863	0.02850160604
864	0.02847282797
865	0.02821072345
866	0.02815568248
867	0.02809087078
868	0.0278913221
869	0.02771135801
870	0.02768913284
871	0.02756596694
872	0.02737149279
873	0.0272231647
874	0.02720645636
875	0.02711823924
876	0.02689351
877	0.02669394093
878	0.02650683518
879	0.02638418494
880	0.02636817594
881	0.02612160237
882	0.02602268907
883	0.02582492358
884	0.02576158218
885	0.02562725602
886	0.02539385019
887	0.02522928578
888	0.02505055165
889	0.02484894032
890	0.02482229751
891	0.02476513939
892	0.02458712049
893	0.02445471281
894	0.02432454234
895	0.024303765
896	0.02426917904
897	0.02410213934
898	0.02397794949
899	0.02378719338
900	0.02359325833
901	0.02349213293
902	0.02346146874
903	0.02337228598
904	0.02316671876
905	0.02314342196
906	0.02304819644
907	0.02295176776
908	0.02286257957
909	0.02264275713
910	0.02252388202
911	0.02240579358
912	0.02233958399
913	0.02219934064
914	0.02214677452
915	0.02202602127
916	0.0219102109
917	0.0217685041
918	0.02158094646
919	0.02156217947
920	0.0215435266
921	0.02141848477
922	0.02128089444
923	0.02109360789
924	0.02102735808
925	0.0209601582
926	0.0208775239
927	0.02071247713
928	0.02058807766
929	0.02051086723
930	0.02041454641
931	0.02037534106
932	0.02017559241
933	0.02016133626
934	0.01998843506
935	0.01974874495
936	0.01967513374
937	0.01955616071
938	0.01944719677
939	0.01930806128
940	0.01924951063
941	0.0191998864
942	0.01913144896
943	0.01902272644
944	0.01886579233
945	0.01870710548
946	0.01854349176
947	0.01851274499
948	0.01842670657
949	0.01832177944
950	0.01823648785
951	0.01817533076
952	0.0181136214
953	0.0180991763
954	0.0180278718
955	0.01790272983
956	0.01780789826
957	0.0177919201
958	0.01772249088
959	0.01765533236
960	0.01763877326
961	0.01752623293
962	0.01748923577
963	0.01741440885
964	0.01724271282
965	0.01705289415
966	0.01695478413
967	0.01690789077
968	0.01673911015
969	0.01666045699
970	0.0166441576
971	0.01661201155
972	0.01653510385
973	0.01643477965
974	0.0163903081
975	0.01636360944
976	0.01628737779
977	0.01622280579
978	0.01620113153
979	0.01618594224
980	0.01614265278
981	0.01603949843
982	0.01594419124
983	0.0158792664
984	0.0157529202
985	0.01573452743
986	0.01561498692
987	0.01548070955
988	0.01539900537
989	0.01527307183
990	0.01515975667
991	0.01506499789
992	0.01501517652
993	0.01494794872
994	0.014900651
995	0.01483726399
996	0.01480815842
997	0.01471008412
998	0.01469381838
999	0.01467331769
